Estación,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
25020760,100,82,59,72,52,68,82,13,66,85,24,24,22,18,24,38,54,31,48,14,94,84,64,77,58,11,0,4,18,88,13,56,3,73,26,23,34,15,68,11,64,74,44,80,67,63,84,83,3,70,98,1
25020780,100,73,95,14,92,20,15,29,30,32,75,14,71,55,52,75,47,97,72,96,18,65,14,8,95,51,91,67,7,36,76,7,76,51,22,72,68,78,71,48,26,65,94,87,65,35,8,37,4,20,60,51
25020790,100,97,66,18,43,36,52,52,48,59,65,55,93,86,76,8,99,25,16,31,86,27,41,71,44,25,68,58,89,78,58,99,89,78,85,61,30,1,83,25,69,48,45,41,28,24,60,65,40,10,37,72
25020800,100,59,69,29,97,72,77,83,97,36,90,9,11,29,39,49,34,32,52,66,63,49,72,70,90,92,34,75,38,14,99,11,79,20,5,29,65,9,49,64,31,98,25,78,44,58,28,39,18,99,92,31
25020810,100,14,91,34,73,36,17,22,63,3,30,72,38,92,57,70,87,53,18,50,2,96,11,11,4,27,24,39,50,97,9,28,32,60,25,69,31,65,85,82,97,63,2,99,8,21,96,5,48,11,44,20
25020820,100,3,30,26,39,93,6,76,67,30,7,46,91,80,84,32,6,18,28,87,65,47,19,43,26,97,59,43,45,36,76,96,46,76,3,2,100,86,15,16,32,25,18,9,75,51,58,86,36,89,66,98
25020850,100,70,72,74,95,42,84,97,90,94,97,37,30,9,52,14,54,84,24,64,30,96,73,79,89,40,76,9,74,11,94,7,23,90,53,93,36,49,20,56,42,80,47,74,96,56,79,89,73,16,82,38
25020940,100,65,88,24,30,6,47,100,47,48,48,65,17,87,73,68,3,63,87,83,80,36,81,30,78,75,44,83,27,14,29,44,12,39,47,38,88,84,57,87,63,16,97,9,77,93,18,51,27,20,35,36
25020950,100,8,37,65,8,51,52,55,68,64,77,67,71,23,91,17,7,89,40,34,61,1,21,34,27,37,34,20,77,67,68,51,92,20,68,0,76,6,19,13,26,9,47,50,31,44,53,50,83,56,12,53
25020970,100,63,62,59,44,14,1,82,84,27,15,15,22,1,44,43,65,24,48,84,48,41,57,25,75,79,82,1,54,24,82,14,41,84,23,36,31,55,14,61,54,34,13,17,94,74,89,3,72,20,88,3
25020980,100,14,15,95,35,2,19,29,35,62,35,46,88,28,94,50,75,88,82,11,42,92,72,92,5,0,95,4,17,60,98,39,44,22,74,24,72,47,81,2,85,97,94,80,28,24,11,7,6,74,27,60
25021110,100,53,94,43,52,38,86,21,92,55,62,10,36,93,96,1,22,9,96,96,82,58,12,28,21,21,50,53,59,35,92,75,85,62,94,18,7,0,1,85,32,48,15,44,10,87,41,74,0,43,90,81
25021120,100,42,60,73,92,69,60,100,26,5,9,14,13,56,22,19,86,49,61,17,59,37,63,66,72,73,66,89,21,75,31,95,97,39,19,45,8,52,51,48,68,54,54,64,77,86,72,7,78,91,54,6
25021210,100,97,10,90,39,20,22,79,90,59,45,46,80,33,80,40,50,97,30,80,90,49,25,56,21,93,93,60,73,29,32,19,60,41,55,61,35,1,72,72,96,53,18,12,27,93,21,34,64,40,57,47
25021280,100,33,13,53,40,36,62,30,71,84,80,81,63,64,91,71,12,60,93,29,10,30,95,37,37,43,46,23,22,93,68,75,62,90,10,77,16,80,22,35,31,2,25,48,55,44,42,66,88,21,9,25
25021320,100,58,91,74,75,60,16,94,98,100,7,94,16,0,78,48,33,34,17,27,51,57,57,86,26,5,83,58,28,67,13,100,16,56,100,39,68,6,86,15,40,80,46,25,32,21,12,1,41,23,10,41
25021360,100,78,29,7,10,37,7,20,40,41,28,24,38,55,35,87,17,70,67,90,87,73,23,62,4,17,91,17,20,32,50,2,70,19,53,3,44,85,60,80,5,2,12,5,4,75,22,64,59,44,89,62
25021370,100,13,84,11,45,68,27,75,27,46,48,55,3,88,71,3,69,4,25,85,8,7,50,28,44,37,40,53,83,49,38,7,93,98,87,93,10,23,16,19,86,88,86,40,83,48,1,90,95,12,82,21
25021390,0,92,32,61,99,59,62,68,95,8,100,2,96,8,49,90,18,11,63,51,47,47,44,79,82,75,89,84,4,98,0,43,87,27,26,24,61,17,81,40,87,8,54,2,99,89,32,82,61,16,29,86
25021470,100,18,99,32,86,6,13,2,46,85,52,52,22,72,38,55,84,65,89,46,82,80,65,34,85,11,4,20,37,17,45,21,28,62,58,44,77,67,13,6,22,93,21,57,50,40,19,60,47,79,69,49
25021480,100,97,39,5,22,33,15,56,35,38,1,33,74,79,56,19,86,28,69,96,44,15,27,37,13,53,59,62,55,38,8,58,78,80,95,7,40,40,18,61,73,57,43,64,60,80,83,25,63,29,20,0
25021530,100,23,67,69,49,51,63,84,87,93,54,23,9,32,5,8,49,38,33,45,17,66,73,62,76,42,21,86,91,28,72,12,25,21,46,37,64,81,47,23,41,94,87,100,24,81,33,4,17,44,13,26
25021550,0,75,68,98,0,19,30,0,13,42,9,59,25,41,57,47,100,33,100,66,80,2,76,99,95,4,47,90,29,35,22,79,17,85,58,78,26,97,9,11,92,41,37,27,34,20,91,40,67,60,49,90
25021560,100,21,6,51,2,46,20,21,78,17,60,60,81,81,3,89,93,83,35,2,0,10,23,40,43,70,13,56,69,75,63,91,31,5,15,25,4,45,74,15,58,24,3,67,71,83,39,3,7,85,25,7
25021570,53,44,59,38,54,95,72,61,94,84,26,100,94,96,24,67,18,34,27,53,43,73,36,60,82,100,76,3,100,0,36,39,56,7,78,61,62,85,57,81,79,1,12,72,18,89,88,58,97,51,17,46
25021660,100,7,99,75,44,61,30,27,93,62,0,57,41,38,87,34,54,97,40,19,63,98,95,81,37,77,26,20,46,59,54,65,75,65,2,70,83,1,79,31,22,51,92,34,47,55,54,35,52,63,82,85
25025030,1,11,77,55,96,38,65,31,46,51,41,94,30,0,54,59,37,1,18,99,13,34,30,30,27,13,2,92,61,93,6,20,9,16,93,35,32,55,15,38,72,50,73,58,56,90,96,99,15,68,44,96
25025040,0,29,41,82,59,79,54,69,82,86,18,72,39,25,8,21,17,39,68,34,76,16,65,99,52,44,81,20,23,29,69,23,36,79,19,70,63,54,97,63,28,56,8,2,5,25,11,8,2,45,56,29
25025130,35,92,4,73,23,100,31,22,15,42,32,25,78,1,72,57,81,2,32,11,55,98,31,88,37,33,32,74,12,83,61,37,13,30,0,90,94,16,12,11,9,93,72,40,26,49,32,80,69,76,50,65
25025140,37,12,36,97,53,18,36,38,65,79,48,76,65,70,93,15,79,89,99,51,18,70,34,50,79,67,75,48,91,17,100,3,6,20,50,16,32,20,47,90,30,71,50,80,83,89,73,83,5,38,2,27
25025160,100,70,49,39,69,70,84,2,77,83,97,25,97,9,12,55,28,51,50,17,5,82,88,71,81,30,14,14,57,84,53,54,28,85,23,94,53,61,10,47,97,93,63,42,88,36,18,3,73,87,43,43
25025170,100,74,84,16,91,34,87,29,42,22,63,45,47,59,53,63,50,72,35,89,41,98,27,18,47,49,15,58,18,62,75,70,71,74,77,6,0,27,92,95,47,26,41,7,50,50,56,66,40,53,9,98
25025190,100,97,37,6,53,26,40,81,23,61,81,30,9,76,2,80,8,58,31,43,36,26,66,83,68,65,51,7,82,89,91,10,25,25,31,8,65,50,45,30,40,64,77,70,100,58,7,11,88,44,83,85
25025200,100,48,45,57,74,61,95,44,14,10,15,94,99,40,28,47,59,29,66,5,72,89,68,20,96,1,43,86,36,39,44,45,41,52,69,48,0,31,81,96,89,18,75,24,79,21,34,1,37,91,3,21
25025210,100,75,7,20,77,24,30,6,48,16,32,48,41,29,33,9,96,80,28,86,9,3,19,59,3,53,62,21,92,28,59,62,68,16,56,99,1,86,32,42,1,24,10,74,41,57,50,38,36,39,23,25
25025220,100,91,28,12,25,66,8,52,40,74,68,87,12,93,96,30,14,27,23,35,63,43,86,26,66,93,72,76,66,93,7,12,15,99,22,65,5,48,28,78,64,46,75,40,92,96,36,63,56,79,86,75
25025230,100,42,69,79,55,87,44,1,3,69,21,48,64,31,47,33,81,66,90,49,57,5,98,3,30,97,20,26,15,61,100,69,55,39,86,39,84,83,79,100,60,96,96,82,15,45,86,79,77,20,73,16
25025240,100,8,62,100,32,82,36,2,68,54,64,84,57,71,12,67,1,88,10,95,4,57,88,53,19,37,50,46,72,37,77,91,47,87,92,67,32,100,42,93,25,61,16,16,81,84,24,29,32,23,9,79
25027110,100,100,12,53,21,22,75,60,7,47,89,93,69,48,27,17,17,24,34,57,42,41,26,68,0,58,81,80,98,100,3,67,37,22,45,6,10,81,40,63,60,88,37,44,30,46,13,92,46,48,17,31
25027530,100,35,76,42,85,25,1,32,83,39,51,28,31,50,38,81,44,59,59,81,14,62,91,85,10,13,30,43,13,26,38,48,61,57,44,71,64,16,47,70,54,51,73,31,88,52,94,7,64,10,6,94
25027630,100,16,91,45,46,15,55,42,31,1,14,84,96,63,19,49,27,99,95,44,78,11,34,20,64,31,52,52,38,7,34,75,78,84,94,16,100,64,69,92,90,75,99,98,14,14,30,85,26,39,44,49
25027910,100,66,31,69,35,78,6,30,100,76,86,8,89,2,7,11,77,15,58,39,12,82,55,75,42,71,8,88,91,10,98,37,28,93,24,37,35,80,8,1,27,38,47,7,30,66,55,62,75,71,68,88
26100300,25,67,96,81,13,90,100,26,39,16,22,11,79,53,47,76,16,94,79,79,78,75,21,2,92,61,89,35,55,5,75,11,68,58,11,61,1,28,71,26,76,46,69,66,52,7,49,0,95,84,8,3
26100830,100,16,37,0,52,56,49,77,40,58,57,80,76,69,97,11,83,34,89,28,10,22,47,90,69,9,51,76,45,62,68,71,66,20,60,39,29,5,73,89,69,82,9,4,17,1,100,40,45,9,41,24
26110070,100,71,38,53,91,47,61,93,50,6,73,15,96,100,50,17,33,26,27,50,73,59,42,52,96,76,82,84,70,12,15,93,40,10,96,80,92,96,13,28,23,35,3,53,73,22,63,28,69,72,77,15
26110120,85,99,74,6,68,84,23,28,9,11,54,41,37,34,40,53,96,76,63,57,8,90,94,6,74,26,16,48,33,87,13,2,3,46,89,30,46,37,64,6,86,26,67,2,36,86,81,93,10,80,19,97
26110150,8,88,37,41,22,62,30,45,74,47,17,30,87,99,67,16,75,4,98,10,60,7,29,50,10,66,32,6,7,21,64,7,50,50,44,67,90,49,66,70,21,90,0,98,87,30,32,33,100,42,55,48
26110160,100,39,82,8,78,51,94,95,63,0,65,85,34,8,18,24,13,67,33,73,27,43,83,47,74,67,41,58,61,51,57,71,13,74,81,83,10,13,4,20,92,43,33,37,23,46,82,60,62,91,47,87
26110300,100,75,84,71,99,29,94,99,38,54,31,51,27,71,54,64,50,32,11,7,79,91,87,13,89,65,8,47,3,13,79,49,0,15,28,24,51,24,44,87,27,93,49,59,82,81,98,63,13,84,13,26
26115090,100,29,5,49,15,79,32,64,78,47,72,73,70,92,65,11,1,95,61,68,44,10,85,11,63,42,83,11,51,93,32,51,4,84,20,91,54,45,24,62,92,85,75,21,31,16,17,2,71,33,25,57
26120150,100,46,45,69,54,70,63,76,83,73,22,89,5,95,28,25,48,34,2,45,65,46,19,15,28,43,32,65,18,58,71,75,83,58,26,100,96,7,78,11,54,20,40,6,55,62,38,8,32,84,88,93
26120160,100,44,14,90,9,86,100,39,32,8,41,29,72,67,52,56,69,99,66,39,30,70,46,78,92,62,13,90,96,8,89,2,18,12,76,88,58,43,44,93,22,76,42,71,18,52,0,10,70,38,77,24
26130020,100,36,2,39,46,22,90,20,47,90,56,7,59,2,89,85,18,37,59,83,97,94,80,2,100,97,40,80,22,11,52,39,35,76,29,60,83,80,79,75,85,11,92,34,72,14,56,8,42,15,58,59
26130170,67,40,37,7,24,94,69,70,9,79,93,9,86,65,20,19,7,61,40,6,9,0,16,56,49,25,56,30,57,90,41,73,87,15,83,97,99,29,14,37,10,91,69,46,55,38,48,72,79,79,31,70
26130180,69,6,3,74,87,29,93,23,14,54,57,23,64,16,44,43,11,23,20,56,64,52,64,48,70,3,54,24,77,19,5,9,35,5,34,44,27,50,36,59,77,56,8,39,92,69,86,13,80,58,5,48
26130190,70,56,47,21,65,17,61,45,77,67,50,90,61,28,94,38,61,75,55,8,37,16,58,87,27,96,17,27,27,41,10,34,41,17,97,76,67,70,76,100,8,6,75,90,16,47,6,52,51,72,72,78
26130200,69,68,37,58,68,58,0,66,6,85,89,99,36,92,68,75,98,5,17,91,3,46,22,35,31,18,74,47,81,30,87,98,80,84,89,4,15,11,23,7,29,70,10,39,32,85,86,91,33,73,22,25
26130220,100,61,77,14,18,99,1,44,15,5,82,88,14,28,21,14,7,56,45,39,54,8,86,62,94,95,63,10,95,97,38,81,18,34,14,68,4,74,47,43,93,27,77,71,9,23,90,25,23,8,78,2
26130270,100,12,52,34,28,62,37,52,90,32,44,3,69,32,50,62,72,94,52,75,85,72,14,78,93,2,14,56,96,52,27,34,55,37,51,56,60,8,82,95,91,77,63,29,46,12,39,80,59,62,66,57
26130540,100,75,55,70,83,36,50,30,36,83,26,53,86,59,12,93,7,76,74,39,9,25,18,32,33,65,41,48,44,88,64,56,72,12,5,99,14,75,45,30,50,49,43,93,58,77,16,61,9,16,80,47
26130550,100,0,5,87,47,60,16,66,99,73,3,15,97,13,100,43,56,29,40,49,46,79,55,56,49,86,19,82,23,89,9,21,31,25,21,34,64,28,66,75,85,81,92,21,77,43,84,23,37,19,33,23
26130560,100,93,29,80,12,36,65,34,20,11,51,19,60,53,30,9,13,92,72,44,23,53,19,86,100,39,86,12,42,2,72,24,52,57,33,99,66,3,4,89,24,47,32,27,26,55,61,45,54,41,84,86
26130570,100,28,15,10,37,15,27,71,23,70,43,77,73,68,8,58,91,26,23,7,3,2,50,25,66,6,20,91,66,71,60,2,90,93,82,14,27,70,34,22,46,68,75,62,78,45,98,87,16,7,3,16
26135040,0,64,31,60,74,81,58,90,5,91,21,98,91,30,46,11,40,6,63,47,70,84,24,3,78,71,10,79,94,20,96,66,82,74,86,26,5,35,73,85,82,30,78,98,21,84,54,21,15,39,24,81
26135080,25,95,86,12,82,95,35,24,41,7,48,21,44,67,30,66,65,88,84,71,3,75,87,30,56,33,100,42,48,98,68,17,73,8,49,90,95,85,38,1,44,3,2,72,19,62,41,57,69,75,64,71
26135090,100,70,35,28,17,58,38,25,58,49,85,55,69,0,52,14,7,98,91,20,40,37,37,17,37,48,81,31,50,90,25,2,22,98,39,40,19,40,6,83,69,53,65,61,82,2,78,21,76,8,42,96
26135100,1,20,89,53,56,76,59,6,82,14,78,19,31,1,0,23,59,46,55,41,39,61,95,58,1,65,16,81,35,63,1,58,43,44,66,59,86,76,69,19,36,15,97,84,47,77,55,100,41,66,8,49
26135110,100,26,63,19,96,14,28,96,35,64,20,67,35,36,79,45,100,29,95,62,77,24,98,8,2,17,15,34,47,57,40,97,62,80,82,100,11,4,19,74,13,36,60,22,32,42,59,62,82,44,57,100
26135120,100,18,3,46,13,53,33,43,100,12,83,58,66,2,99,11,89,93,42,12,25,33,93,62,38,80,58,74,13,93,98,98,14,27,37,20,27,40,69,40,53,46,73,78,80,93,61,26,2,9,20,1
26135140,100,67,47,33,76,63,96,84,66,6,21,14,1,6,46,36,15,56,97,76,66,69,58,77,26,5,8,49,92,18,60,34,78,30,73,63,57,6,39,91,1,97,6,94,16,11,10,53,97,39,39,53
26135150,100,77,97,97,39,83,11,39,14,57,23,54,37,60,82,29,79,92,63,100,73,96,12,25,82,95,64,37,41,81,50,65,56,75,24,95,5,24,75,53,19,20,14,29,70,37,64,57,47,88,3,54
26135160,100,48,0,51,18,33,60,30,41,73,63,90,83,81,91,81,33,98,13,93,58,45,76,75,45,57,86,93,83,89,28,18,4,38,88,58,54,24,37,18,85,72,68,81,51,87,17,68,37,90,32,17
26135170,100,51,37,6,54,74,76,79,18,7,92,94,36,47,31,16,39,36,85,79,53,77,10,16,96,39,5,42,19,51,38,20,58,59,56,92,51,76,92,85,24,52,31,71,0,40,92,45,25,40,58,24
26135230,100,72,42,55,18,21,4,45,13,37,54,20,100,24,52,94,34,22,77,29,0,15,42,9,32,55,28,56,50,63,56,59,9,53,96,85,92,12,35,34,90,31,52,36,48,45,34,75,64,98,47,65
26135330,100,34,8,21,76,14,58,33,38,90,28,99,62,68,14,33,23,33,16,70,36,50,47,31,0,90,70,72,86,3,22,99,4,15,29,53,12,43,69,59,52,68,36,1,79,10,98,63,42,93,2,29
26140080,100,65,72,77,52,66,79,98,1,79,18,47,92,56,29,74,88,54,97,34,0,3,84,94,2,2,36,11,80,20,34,76,16,80,46,63,76,85,5,69,92,14,0,22,9,5,15,26,46,86,42,18
26140090,75,70,5,11,14,29,82,52,14,38,73,100,92,78,99,7,68,16,87,84,63,71,49,30,27,72,10,81,43,56,97,39,66,97,73,29,10,9,13,91,69,23,38,29,45,46,56,32,39,40,67,74
26140110,61,19,32,28,34,34,63,76,45,59,98,76,27,21,23,97,30,68,38,65,31,48,61,80,65,61,73,29,79,10,0,18,47,13,27,3,60,73,40,53,63,59,93,81,71,58,80,13,61,17,83,0
26140120,58,43,67,53,97,86,90,66,31,31,35,26,28,85,48,69,55,52,88,94,68,84,64,43,6,8,65,81,51,34,41,68,36,76,64,44,22,41,91,17,61,40,70,24,78,94,33,77,10,33,7,48
26140180,100,98,2,17,99,27,37,39,66,62,52,93,59,99,55,5,17,1,38,95,19,100,41,32,27,47,31,44,88,53,81,72,75,1,51,21,74,7,29,37,24,98,10,40,29,41,12,11,81,54,65,40
26140330,25,1,50,34,19,12,26,97,85,66,14,82,23,100,6,55,36,22,45,8,86,65,81,48,64,2,80,86,88,18,1,34,11,20,47,60,27,43,38,59,52,45,74,15,92,68,78,4,73,95,0,4
26145010,2,66,55,97,100,79,18,30,36,13,19,43,60,26,69,12,76,89,85,71,66,15,94,99,25,93,15,48,37,58,21,65,51,46,98,36,79,78,78,75,59,95,69,81,31,62,12,8,21,36,89,58
26145020,26,18,95,44,50,26,83,19,64,50,59,8,52,93,93,77,24,83,6,16,1,79,83,48,41,34,72,26,57,59,65,12,69,82,14,63,5,99,92,85,84,49,16,32,25,25,39,72,22,41,51,94
26145030,0,17,58,71,40,67,73,83,89,84,10,90,92,43,98,40,5,46,56,52,65,21,64,90,70,73,77,76,19,95,28,89,32,45,3,23,9,53,40,36,33,30,52,86,49,62,55,93,2,92,32,73
26145050,100,80,72,1,65,21,23,3,4,61,46,44,27,46,60,60,84,45,54,3,9,87,12,80,33,9,25,40,94,63,63,43,84,29,43,73,37,90,19,85,52,51,30,73,2,94,9,23,5,19,23,8
26150060,0,34,38,15,42,37,50,67,53,82,52,65,94,62,14,71,23,94,16,39,100,35,14,31,44,26,67,47,60,2,29,77,50,57,94,75,14,64,84,33,6,17,13,87,56,32,72,26,27,97,46,64
26150150,75,88,27,50,73,58,2,55,96,76,82,30,40,98,30,6,31,54,38,35,34,78,78,71,64,93,80,10,87,65,11,98,27,92,98,37,30,21,50,91,70,53,47,64,30,9,72,77,17,63,3,29
26150160,76,62,65,5,8,11,95,21,64,10,44,48,35,76,42,71,38,91,0,75,74,97,93,24,28,41,11,31,28,4,48,13,32,31,54,76,37,86,71,69,91,64,85,81,94,50,64,43,9,25,68,4
26155110,0,11,59,98,75,40,29,99,11,80,79,75,99,58,92,11,78,57,73,8,32,17,62,11,64,31,24,51,21,35,67,59,69,62,75,82,72,21,89,3,84,26,24,47,48,1,44,55,61,51,57,97
26155120,100,67,33,76,87,42,83,88,66,29,68,15,5,8,73,13,55,22,24,72,68,55,65,48,95,63,66,86,43,12,88,82,85,25,38,21,7,30,43,55,65,25,46,68,88,64,7,71,10,88,19,24
26155150,100,94,96,2,65,5,33,13,20,8,76,36,59,59,36,76,91,45,88,67,16,100,89,36,47,26,15,96,33,1,28,45,26,73,19,46,89,28,5,49,1,68,84,17,78,15,8,100,25,21,34,41
26155170,100,95,47,36,46,57,53,40,69,62,87,52,8,9,77,26,70,26,93,33,29,80,29,100,9,66,20,34,39,36,84,22,93,42,59,8,5,92,8,100,22,19,18,16,2,72,48,41,41,57,72,91
26160080,58,33,3,30,73,74,63,4,70,13,88,7,29,30,15,46,10,62,56,48,14,27,71,47,74,40,60,73,5,94,73,12,28,97,7,12,27,56,22,62,6,86,76,53,65,61,86,90,93,33,89,1
26160090,58,97,66,81,21,26,88,20,34,54,19,46,23,66,79,71,61,54,84,48,78,64,64,87,6,6,23,90,31,18,20,63,90,60,43,67,66,39,89,76,69,20,53,2,97,96,40,79,56,100,28,68
26160100,72,52,1,71,10,58,54,60,100,27,84,95,65,14,87,84,0,67,33,67,17,10,85,41,7,31,24,54,67,36,47,66,47,100,93,65,84,87,39,4,33,100,16,29,46,36,32,44,73,63,67,95
26160120,72,20,67,49,92,92,59,99,78,68,47,58,27,16,0,27,6,49,2,18,58,35,34,58,43,85,74,80,60,89,28,92,98,0,43,14,37,23,20,56,69,40,41,64,98,78,80,23,50,49,25,32
26160160,0,68,9,11,5,81,51,34,27,31,21,69,52,39,25,22,69,98,38,81,47,85,88,79,25,65,28,31,11,51,31,18,60,27,67,30,58,0,44,10,65,91,85,12,0,94,15,22,35,61,56,47
26170150,68,32,25,61,26,59,72,43,70,85,52,82,32,1,62,85,20,37,16,83,2,36,96,44,14,14,82,95,65,53,19,96,35,92,71,78,24,95,94,17,75,54,33,34,31,14,94,74,80,82,70,97
26170160,68,63,62,80,46,89,66,93,5,78,66,70,0,98,20,19,93,3,55,49,52,18,58,45,50,83,30,72,99,4,86,89,28,31,98,40,88,29,72,38,54,32,84,65,94,3,87,9,42,18,31,27
26170170,75,1,92,97,82,52,29,6,13,1,30,23,38,16,59,58,56,39,62,87,63,96,80,63,12,18,99,39,92,35,21,51,93,5,76,61,43,92,51,78,75,72,73,77,56,50,7,78,17,47,48,63
26170180,77,36,44,17,87,13,34,46,50,67,49,62,79,58,94,54,77,100,97,22,80,32,0,29,42,11,40,27,69,57,52,79,56,60,11,83,11,85,17,29,9,72,12,54,81,61,71,67,66,13,89,19
26170190,100,91,33,73,67,30,0,54,66,85,61,40,81,7,9,90,39,49,10,33,34,74,67,50,73,33,90,90,70,73,29,14,22,13,15,46,32,53,13,45,95,0,75,3,70,27,16,18,49,88,58,41
26170250,0,72,84,4,66,99,75,44,17,20,24,3,30,72,29,41,37,74,88,54,97,50,2,3,84,10,5,33,21,27,53,23,34,76,30,83,39,11,85,7,45,79,29,9,25,38,34,68,38,51,94,17
26170260,100,11,25,7,28,34,37,68,21,59,75,46,10,40,92,78,87,10,70,16,0,1,41,7,34,44,29,74,10,67,43,50,99,79,82,84,12,39,46,32,29,15,79,72,61,54,84,84,86,93,72,28
26170270,0,48,43,29,72,35,92,45,79,99,68,95,0,78,28,22,35,5,17,82,25,68,34,50,75,80,84,63,75,14,95,98,16,5,70,36,79,32,83,95,66,80,73,97,100,19,32,2,25,58,21,65
26170290,78,73,5,59,92,75,5,8,14,91,30,46,39,28,8,85,48,71,57,39,88,94,97,12,79,28,8,98,67,81,51,37,69,91,59,99,87,84,30,64,100,22,8,63,93,58,25,41,79,20,63,66
26170350,100,93,18,22,12,67,6,49,62,46,66,62,52,95,75,24,55,93,2,89,38,95,35,1,41,54,27,54,60,44,73,77,91,97,98,63,3,46,12,30,66,62,49,28,57,97,76,80,97,56,26,1
26175010,100,43,58,26,53,59,42,12,29,86,86,77,30,9,25,100,6,41,39,24,45,45,65,68,59,63,62,5,82,8,98,67,27,50,47,30,70,70,68,64,61,10,91,80,19,60,39,29,9,49,3,73
26175020,54,81,47,76,15,84,14,90,20,33,29,13,32,46,89,28,55,48,63,97,70,73,66,18,21,12,25,44,31,60,60,66,61,75,1,68,20,77,17,0,23,19,93,42,99,41,54,36,50,54,66,97
26175030,100,98,27,54,98,37,50,13,84,22,93,63,44,23,30,9,6,77,26,86,21,16,1,72,99,33,79,42,11,64,5,82,88,23,21,4,37,0,38,61,44,45,44,88,62,77,57,73,87,16,6,71
26175040,100,13,77,17,60,73,40,82,57,91,91,71,10,90,94,59,23,40,5,20,64,37,80,24,75,15,18,96,14,28,42,17,22,28,42,82,62,55,48,0,85,95,80,78,100,2,34,22,17,51,34,37
26175050,100,78,89,96,72,91,7,21,24,30,93,63,46,44,58,24,77,61,70,83,57,3,32,96,65,4,55,60,36,5,18,73,86,59,8,75,75,17,84,63,94,15,38,99,55,18,48,41,57,83,51,64
26180130,33,41,85,34,37,57,44,37,65,38,62,84,52,78,94,87,16,71,36,77,42,70,94,73,40,82,81,49,89,72,76,39,52,22,12,1,53,19,62,15,31,78,52,65,74,58,1,92,82,89,72,42
26180160,42,61,35,73,55,43,75,51,14,54,98,0,82,17,40,15,8,35,58,77,63,73,57,100,2,87,75,15,43,20,40,13,57,42,52,39,42,83,10,55,98,76,100,19,96,39,76,41,45,24,62,44
26180170,48,56,89,76,92,5,10,0,8,36,49,19,18,48,62,78,58,96,61,13,2,13,11,4,56,20,53,64,33,60,76,43,93,45,15,94,85,36,53,32,100,13,49,8,58,28,25,95,26,66,72,42
26180180,47,18,38,28,44,12,53,82,29,99,38,69,81,75,99,94,31,1,15,65,37,34,57,40,71,37,80,54,83,10,77,98,98,17,13,36,22,13,16,69,62,65,44,56,77,80,6,47,89,1,8,84
26180190,58,64,15,86,33,76,2,45,85,88,67,16,12,23,28,18,98,38,78,58,47,88,93,4,72,88,27,10,98,30,17,60,47,53,29,73,87,52,68,60,90,80,10,96,94,29,35,9,40,7,21,34
26180200,77,66,79,96,97,0,80,20,36,22,33,9,1,61,68,81,51,0,5,8,95,92,27,36,11,81,94,50,61,66,81,47,91,75,72,7,71,92,33,100,39,97,46,13,27,70,10,48,27,70,60,56
26180220,100,14,57,97,53,36,46,60,55,54,92,85,22,70,16,32,100,65,95,49,15,58,85,27,74,55,59,99,65,79,98,74,53,68,37,26,6,56,35,38,31,47,87,78,63,74,37,4,94,74,77,4
26180240,100,50,50,36,93,30,58,91,81,29,93,35,100,32,52,53,38,48,61,70,93,92,62,75,15,79,12,88,57,18,37,41,5,73,72,42,55,51,85,1,67,9,53,4,7,73,42,95,44,21,27,54
26180250,100,21,72,92,94,81,21,62,12,45,56,86,56,56,80,74,2,97,86,79,42,18,25,38,18,45,36,69,56,36,76,92,59,24,61,5,91,0,25,69,48,89,5,52,11,35,45,30,72,11,68,47
26180260,100,85,21,54,3,96,46,74,95,61,37,64,6,19,90,23,9,32,29,28,63,27,50,73,46,87,52,96,59,99,11,82,7,99,7,29,53,51,21,32,72,26,68,34,48,75,66,100,50,93,18,99
26185010,100,19,90,28,98,74,0,14,84,23,16,91,70,36,24,54,30,87,53,83,48,63,2,21,73,2,89,4,36,12,20,33,62,56,43,45,1,61,72,56,24,3,80,12,73,83,32,12,14,69,82,52
26185020,42,79,4,91,34,23,54,3,74,88,28,68,44,92,90,87,97,67,2,36,86,25,20,17,50,23,80,23,66,79,56,83,79,66,7,0,23,71,94,19,91,42,100,25,3,45,59,28,70,43,60,73
26185040,58,37,67,70,21,92,51,81,7,54,95,7,0,40,70,49,21,1,81,85,63,41,57,74,43,83,74,59,29,57,82,13,90,43,23,24,3,10,59,43,26,50,50,51,83,66,64,63,5,84,90,92
26190080,4,68,62,72,85,27,71,11,0,7,45,38,39,14,48,70,52,64,60,50,94,81,97,78,91,47,95,28,3,34,46,49,30,23,50,90,45,58,67,64,4,71,74,67,19,20,3,29,25,27,37,56
26190090,81,4,21,38,29,6,49,46,52,28,61,88,75,69,84,54,20,18,86,1,82,60,8,41,67,10,57,64,43,100,54,92,69,48,27,31,7,7,78,27,84,19,20,21,61,1,37,60,20,90,40,84
26190100,81,57,39,59,93,42,99,64,79,92,1,16,80,22,35,18,41,25,22,31,44,61,24,91,49,62,4,68,99,75,95,89,71,11,91,94,58,39,29,25,37,75,41,84,24,53,91,97,74,93,92,8
